crosscourt;down_middle;down_the_line;inside_out;inside_in;date;tournoi;categorie;type_surface;joueur;row
51;101;22;8;0;03/06/2011;roland garros;SF;Clay;Roger Federer;B
27;25;4;0;1;03/06/2011;roland garros;SF;Clay;Roger Federer;S
163;104;56;63;8;05/06/2011;roland garros;F;Clay;Roger Federer;Total
94;39;16;54;8;05/06/2011;roland garros;F;Clay;Roger Federer;F
61;54;30;7;0;05/06/2011;roland garros;F;Clay;Roger Federer;B
8;11;10;2;0;05/06/2011;roland garros;F;Clay;Roger Federer;S
205;121;49;40;7;05/06/2011;roland garros;F;Clay;Rafael Nadal;Total
150;39;22;30;7;05/06/2011;roland garros;F;Clay;Rafael Nadal;F
55;75;24;10;0;05/06/2011;roland garros;F;Clay;Rafael Nadal;B
0;7;3;0;0;05/06/2011;roland garros;F;Clay;Rafael Nadal;S
121;39;45;34;6;03/07/2011;wimbledon;F;Grass;Novak Djokovic;Total
86;19;23;29;6;03/07/2011;wimbledon;F;Grass;Novak Djokovic;F
33;18;20;5;0;03/07/2011;wimbledon;F;Grass;Novak Djokovic;B
2;2;2;0;0;03/07/2011;wimbledon;F;Grass;Novak Djokovic;S
114;59;44;35;10;03/07/2011;wimbledon;F;Grass;Rafael Nadal;Total
59;21;22;32;10;03/07/2011;wimbledon;F;Grass;Rafael Nadal;F
51;19;9;1;0;03/07/2011;wimbledon;F;Grass;Rafael Nadal;B
4;19;13;2;0;03/07/2011;wimbledon;F;Grass;Rafael Nadal;S
206;83;58;46;7;22/01/2012;australian open;R16;Hard;Novak Djokovic;Total
99;30;27;39;7;22/01/2012;australian open;R16;Hard;Novak Djokovic;F
270;108;59;79;13;24/01/2012;australian open;QF;Hard;David Ferrer;Total
123;45;42;76;13;24/01/2012;australian open;QF;Hard;David Ferrer;F
136;53;13;3;0;24/01/2012;australian open;QF;Hard;David Ferrer;B
11;10;4;0;0;24/01/2012;australian open;QF;Hard;David Ferrer;S
254;111;83;64;14;24/01/2012;australian open;QF;Hard;Novak Djokovic;Total
93;39;38;55;14;24/01/2012;australian open;QF;Hard;Novak Djokovic;F
148;68;43;9;0;24/01/2012;australian open;QF;Hard;Novak Djokovic;B
13;4;2;0;0;24/01/2012;australian open;QF;Hard;Novak Djokovic;S
162;49;39;26;3;25/01/2012;australian open;QF;Hard;Andy Murray;Total
63;11;15;22;3;25/01/2012;australian open;QF;Hard;Andy Murray;F
76;16;13;4;0;25/01/2012;australian open;QF;Hard;Andy Murray;B
23;22;11;0;0;25/01/2012;australian open;QF;Hard;Andy Murray;S
160;58;45;29;1;25/01/2012;australian open;QF;Hard;Kei Nishikori;Total
52;18;28;25;1;25/01/2012;australian open;QF;Hard;Kei Nishikori;F
97;29;15;4;0;25/01/2012;australian open;QF;Hard;Kei Nishikori;B
11;11;2;0;0;25/01/2012;australian open;QF;Hard;Kei Nishikori;S
330;218;129;89;19;27/01/2012;australian open;SF;Hard;Novak Djokovic;Total
148;68;59;71;19;27/01/2012;australian open;SF;Hard;Novak Djokovic;F
163;121;63;18;0;27/01/2012;australian open;SF;Hard;Novak Djokovic;B
19;29;7;0;0;27/01/2012;australian open;SF;Hard;Novak Djokovic;S
476;125;87;92;3;27/01/2012;australian open;SF;Hard;Andy Murray;Total
218;56;50;76;3;27/01/2012;australian open;SF;Hard;Andy Murray;F
190;51;28;12;0;27/01/2012;australian open;SF;Hard;Andy Murray;B
68;18;9;4;0;27/01/2012;australian open;SF;Hard;Andy Murray;S
189;76;72;43;15;27/01/2012;australian open;SF;Hard;Roger Federer;Total
119;22;33;33;15;27/01/2012;australian open;SF;Hard;Roger Federer;F
60;48;33;10;0;27/01/2012;australian open;SF;Hard;Roger Federer;B
10;6;6;0;0;27/01/2012;australian open;SF;Hard;Roger Federer;S
211;62;71;59;10;27/01/2012;australian open;SF;Hard;Rafael Nadal;Total
124;21;28;46;10;27/01/2012;australian open;SF;Hard;Rafael Nadal;F
83;31;27;11;0;27/01/2012;australian open;SF;Hard;Rafael Nadal;B
4;10;16;2;0;27/01/2012;australian open;SF;Hard;Rafael Nadal;S
277;193;89;133;8;29/01/2012;australian open;F;Hard;Novak Djokovic;Total
171;97;34;98;8;29/01/2012;australian open;F;Hard;Novak Djokovic;F
105;93;52;34;0;29/01/2012;australian open;F;Hard;Novak Djokovic;B
1;3;3;1;0;29/01/2012;australian open;F;Hard;Novak Djokovic;S
197;272;112;110;7;29/01/2012;australian open;F;Hard;Rafael Nadal;Total
105;121;40;83;4;29/01/2012;australian open;F;Hard;Rafael Nadal;F
89;86;35;17;1;29/01/2012;australian open;F;Hard;Rafael Nadal;B
3;65;37;10;2;29/01/2012;australian open;F;Hard;Rafael Nadal;S
266;84;129;83;11;08/06/2012;roland garros;F;Clay;Novak Djokovic;Total
154;30;33;67;10;08/06/2012;roland garros;F;Clay;Novak Djokovic;F
111;51;89;16;1;08/06/2012;roland garros;F;Clay;Novak Djokovic;B
1;3;7;0;0;08/06/2012;roland garros;F;Clay;Novak Djokovic;S
246;97;121;68;25;08/06/2012;roland garros;F;Clay;Rafael Nadal;Total
159;30;54;53;22;08/06/2012;roland garros;F;Clay;Rafael Nadal;F
86;57;56;10;2;08/06/2012;roland garros;F;Clay;Rafael Nadal;B
1;10;11;5;1;08/06/2012;roland garros;F;Clay;Rafael Nadal;S
103;64;26;29;3;06/07/2012;wimbledon;SF;Grass;Roger Federer;Total
53;36;17;27;2;06/07/2012;wimbledon;SF;Grass;Roger Federer;F
30;20;5;2;0;06/07/2012;wimbledon;SF;Grass;Roger Federer;B
20;8;4;0;1;06/07/2012;wimbledon;SF;Grass;Roger Federer;S
99;65;35;42;5;06/07/2012;wimbledon;SF;Grass;Novak Djokovic;Total
47;25;9;26;4;06/07/2012;wimbledon;SF;Grass;Novak Djokovic;F
48;35;26;16;0;06/07/2012;wimbledon;SF;Grass;Novak Djokovic;B
4;5;0;0;1;06/07/2012;wimbledon;SF;Grass;Novak Djokovic;S
0;0;0;0;0;08/07/2012;wimbledon;F;Grass;Roger Federer;Total
0;0;0;0;0;08/07/2012;wimbledon;F;Grass;Andy Murray;Total
118;69;40;25;2;29/08/2012;us open;R64;Hard;Ivan Dodig;Total
55;30;23;21;2;29/08/2012;us open;R64;Hard;Ivan Dodig;F
39;23;12;4;0;29/08/2012;us open;R64;Hard;Ivan Dodig;B
24;16;5;0;0;29/08/2012;us open;R64;Hard;Ivan Dodig;S
131;42;51;36;6;29/08/2012;us open;R64;Hard;Andy Murray;Total
73;14;27;29;6;29/08/2012;us open;R64;Hard;Andy Murray;F
35;22;19;5;0;29/08/2012;us open;R64;Hard;Andy Murray;B
23;6;5;2;0;29/08/2012;us open;R64;Hard;Andy Murray;S
181;65;76;44;9;04/09/2012;us open;QF;Hard;Novak Djokovic;Total
75;26;27;37;9;04/09/2012;us open;QF;Hard;Novak Djokovic;F
95;34;46;7;0;04/09/2012;us open;QF;Hard;Novak Djokovic;B
11;5;3;0;0;04/09/2012;us open;QF;Hard;Novak Djokovic;S
235;81;28;35;10;04/09/2012;us open;QF;Hard;Juan Martin Del Potro;Total
96;40;19;33;10;04/09/2012;us open;QF;Hard;Juan Martin Del Potro;F
122;36;7;2;0;04/09/2012;us open;QF;Hard;Juan Martin Del Potro;B
17;5;2;0;0;04/09/2012;us open;QF;Hard;Juan Martin Del Potro;S
288;258;76;164;5;09/09/2012;us open;F;Hard;Novak Djokovic;Total
132;111;32;116;4;09/09/2012;us open;F;Hard;Novak Djokovic;F
123;106;31;42;1;09/09/2012;us open;F;Hard;Novak Djokovic;B
33;41;13;6;0;09/09/2012;us open;F;Hard;Novak Djokovic;S
321;246;101;101;2;09/09/2012;us open;F;Hard;Andy Murray;Total
161;83;61;83;2;09/09/2012;us open;F;Hard;Andy Murray;F
124;106;32;14;0;09/09/2012;us open;F;Hard;Andy Murray;B
36;57;8;4;0;09/09/2012;us open;F;Hard;Andy Murray;S
275;145;115;89;20;20/01/2013;australian open;R16;Hard;Novak Djokovic;Total
144;66;60;65;20;20/01/2013;australian open;R16;Hard;Novak Djokovic;F
120;72;47;23;0;20/01/2013;australian open;R16;Hard;Novak Djokovic;B
11;7;8;1;0;20/01/2013;australian open;R16;Hard;Novak Djokovic;S
356;163;69;68;9;20/01/2013;australian open;R16;Hard;Stan Wawrinka;Total
179;81;31;50;8;20/01/2013;australian open;R16;Hard;Stan Wawrinka;F
121;70;35;17;1;20/01/2013;australian open;R16;Hard;Stan Wawrinka;B
56;12;3;1;0;20/01/2013;australian open;R16;Hard;Stan Wawrinka;S
107;79;18;30;8;25/01/2013;australian open;SF;Hard;David Ferrer;Total
58;31;10;29;8;25/01/2013;australian open;SF;Hard;David Ferrer;F
45;39;7;1;0;25/01/2013;australian open;SF;Hard;David Ferrer;B
4;9;1;0;0;25/01/2013;australian open;SF;Hard;David Ferrer;S
92;39;48;39;0;25/01/2013;australian open;SF;Hard;Novak Djokovic;Total
36;17;24;26;0;25/01/2013;australian open;SF;Hard;Novak Djokovic;F
45;21;22;12;0;25/01/2013;australian open;SF;Hard;Novak Djokovic;B
11;1;2;1;0;25/01/2013;australian open;SF;Hard;Novak Djokovic;S
262;123;103;98;9;27/01/2013;australian open;F;Hard;Novak Djokovic;Total
107;46;48;67;9;27/01/2013;australian open;F;Hard;Novak Djokovic;F
127;66;53;29;0;27/01/2013;australian open;F;Hard;Novak Djokovic;B
28;11;2;2;0;27/01/2013;australian open;F;Hard;Novak Djokovic;S
283;137;90;67;6;27/01/2013;australian open;F;Hard;Andy Murray;Total
122;45;45;49;6;27/01/2013;australian open;F;Hard;Andy Murray;F
123;70;34;17;0;27/01/2013;australian open;F;Hard;Andy Murray;B
38;22;11;1;0;27/01/2013;australian open;F;Hard;Andy Murray;S
160;46;56;47;20;09/06/2013;roland garros;F;Clay;David Ferrer;Total
105;20;16;42;20;09/06/2013;roland garros;F;Clay;David Ferrer;F
55;21;36;4;0;09/06/2013;roland garros;F;Clay;David Ferrer;B
0;5;4;1;0;09/06/2013;roland garros;F;Clay;David Ferrer;S
151;49;69;36;22;09/06/2013;roland garros;F;Clay;Rafael Nadal;Total
86;17;21;32;22;09/06/2013;roland garros;F;Clay;Rafael Nadal;F
63;24;42;2;0;09/06/2013;roland garros;F;Clay;Rafael Nadal;B
2;8;6;2;0;09/06/2013;roland garros;F;Clay;Rafael Nadal;S
99;84;43;73;11;03/07/2013;wimbledon;QF;Grass;David Ferrer;Total
51;24;26;70;10;03/07/2013;wimbledon;QF;Grass;David Ferrer;F
45;56;17;3;1;03/07/2013;wimbledon;QF;Grass;David Ferrer;B
3;4;0;0;0;03/07/2013;wimbledon;QF;Grass;David Ferrer;S
142;79;30;40;3;03/07/2013;wimbledon;QF;Grass;Juan Martin Del Potro;Total
57;30;16;31;3;03/07/2013;wimbledon;QF;Grass;Juan Martin Del Potro;F
68;43;12;9;0;03/07/2013;wimbledon;QF;Grass;Juan Martin Del Potro;B
17;6;2;0;0;03/07/2013;wimbledon;QF;Grass;Juan Martin Del Potro;S
185;89;85;76;2;07/07/2013;wimbledon;F;Grass;Novak Djokovic;Total
91;42;46;54;2;07/07/2013;wimbledon;F;Grass;Novak Djokovic;F
80;36;38;22;0;07/07/2013;wimbledon;F;Grass;Novak Djokovic;B
14;11;1;0;0;07/07/2013;wimbledon;F;Grass;Novak Djokovic;S
211;116;75;42;1;07/07/2013;wimbledon;F;Grass;Andy Murray;Total
106;37;41;26;1;07/07/2013;wimbledon;F;Grass;Andy Murray;F
82;52;27;13;0;07/07/2013;wimbledon;F;Grass;Andy Murray;B
23;27;7;3;0;07/07/2013;wimbledon;F;Grass;Andy Murray;S
12;23;7;11;1;13/01/2014;australian open;R128;Hard;Bernard Tomic;Total
8;12;2;10;1;13/01/2014;australian open;R128;Hard;Bernard Tomic;F
3;7;4;1;0;13/01/2014;australian open;R128;Hard;Bernard Tomic;B
1;4;1;0;0;13/01/2014;australian open;R128;Hard;Bernard Tomic;S
18;16;2;10;1;13/01/2014;australian open;R128;Hard;Rafael Nadal;Total
15;9;1;9;1;13/01/2014;australian open;R128;Hard;Rafael Nadal;F
2;2;0;1;0;13/01/2014;australian open;R128;Hard;Rafael Nadal;B
1;5;1;0;0;13/01/2014;australian open;R128;Hard;Rafael Nadal;S
47;44;19;28;6;16/01/2014;australian open;R64;Hard;Thanasi Kokkinakis;Total
28;26;13;21;6;16/01/2014;australian open;R64;Hard;Thanasi Kokkinakis;F
18;17;6;7;0;16/01/2014;australian open;R64;Hard;Thanasi Kokkinakis;B
1;1;0;0;0;16/01/2014;australian open;R64;Hard;Thanasi Kokkinakis;S
58;43;24;21;3;16/01/2014;australian open;R64;Hard;Rafael Nadal;Total
38;29;15;19;3;16/01/2014;australian open;R64;Hard;Rafael Nadal;F
15;8;7;2;0;16/01/2014;australian open;R64;Hard;Rafael Nadal;B
5;6;2;0;0;16/01/2014;australian open;R64;Hard;Rafael Nadal;S
110;91;40;30;9;18/01/2014;australian open;R32;Hard;Gael Monfils;Total
60;50;17;21;9;18/01/2014;australian open;R32;Hard;Gael Monfils;F
50;36;22;9;0;18/01/2014;australian open;R32;Hard;Gael Monfils;B
0;5;1;0;0;18/01/2014;australian open;R32;Hard;Gael Monfils;S
109;71;33;48;7;18/01/2014;australian open;R32;Hard;Rafael Nadal;Total
72;32;18;45;6;18/01/2014;australian open;R32;Hard;Rafael Nadal;F
34;27;8;3;1;18/01/2014;australian open;R32;Hard;Rafael Nadal;B
3;12;7;0;0;18/01/2014;australian open;R32;Hard;Rafael Nadal;S
166;86;53;54;4;20/01/2014;australian open;R16;Hard;Kei Nishikori;Total
106;46;21;44;4;20/01/2014;australian open;R16;Hard;Kei Nishikori;F
58;35;30;8;0;20/01/2014;australian open;R16;Hard;Kei Nishikori;B
2;5;2;2;0;20/01/2014;australian open;R16;Hard;Kei Nishikori;S
126;122;44;42;4;20/01/2014;australian open;R16;Hard;Rafael Nadal;Total
77;41;24;38;4;20/01/2014;australian open;R16;Hard;Rafael Nadal;F
42;42;13;2;0;20/01/2014;australian open;R16;Hard;Rafael Nadal;B
7;39;7;2;0;20/01/2014;australian open;R16;Hard;Rafael Nadal;S
138;149;39;64;23;22/01/2014;australian open;QF;Hard;Grigor Dimitrov;Total
96;70;16;57;22;22/01/2014;australian open;QF;Hard;Grigor Dimitrov;F
31;59;10;4;0;22/01/2014;australian open;QF;Hard;Grigor Dimitrov;B
11;20;13;3;1;22/01/2014;australian open;QF;Hard;Grigor Dimitrov;S
162;99;59;86;13;22/01/2014;australian open;QF;Hard;Rafael Nadal;Total
113;50;22;73;13;22/01/2014;australian open;QF;Hard;Rafael Nadal;F
48;33;30;11;0;22/01/2014;australian open;QF;Hard;Rafael Nadal;B
1;16;7;2;0;22/01/2014;australian open;QF;Hard;Rafael Nadal;S
190;83;69;41;18;22/01/2014;australian open;QF;Hard;Roger Federer;Total
59;30;33;37;18;22/01/2014;australian open;QF;Hard;Roger Federer;F
81;44;22;3;0;22/01/2014;australian open;QF;Hard;Roger Federer;B
50;9;14;1;0;22/01/2014;australian open;QF;Hard;Roger Federer;S
219;63;69;76;8;22/01/2014;australian open;QF;Hard;Andy Murray;Total
83;26;46;70;8;22/01/2014;australian open;QF;Hard;Andy Murray;F
121;28;19;5;0;22/01/2014;australian open;QF;Hard;Andy Murray;B
15;9;4;1;0;22/01/2014;australian open;QF;Hard;Andy Murray;S
118;50;21;30;9;26/01/2014;australian open;F;Hard;Stan Wawrinka;Total
75;34;8;25;9;26/01/2014;australian open;F;Hard;Stan Wawrinka;F
41;9;11;5;0;26/01/2014;australian open;F;Hard;Stan Wawrinka;B
2;7;2;0;0;26/01/2014;australian open;F;Hard;Stan Wawrinka;S
89;71;27;46;5;26/01/2014;australian open;F;Hard;Rafael Nadal;Total
55;32;10;41;4;26/01/2014;australian open;F;Hard;Rafael Nadal;F
31;28;14;5;1;26/01/2014;australian open;F;Hard;Rafael Nadal;B
3;11;3;0;0;26/01/2014;australian open;F;Hard;Rafael Nadal;S
93;67;46;37;13;26/05/2014;roland garros;R128;Clay;Robby Ginepri;Total
60;29;22;28;13;26/05/2014;roland garros;R128;Clay;Robby Ginepri;F
32;35;20;8;0;26/05/2014;roland garros;R128;Clay;Robby Ginepri;B
1;3;4;1;0;26/05/2014;roland garros;R128;Clay;Robby Ginepri;S
110;52;30;29;12;26/05/2014;roland garros;R128;Clay;Rafael Nadal;Total
67;16;18;27;12;26/05/2014;roland garros;R128;Clay;Rafael Nadal;F
40;25;9;1;0;26/05/2014;roland garros;R128;Clay;Rafael Nadal;B
3;11;3;1;0;26/05/2014;roland garros;R128;Clay;Rafael Nadal;S
105;54;18;32;11;31/05/2014;roland garros;R32;Clay;Leonardo Mayer;Total
72;23;7;25;11;31/05/2014;roland garros;R32;Clay;Leonardo Mayer;F
33;27;7;7;0;31/05/2014;roland garros;R32;Clay;Leonardo Mayer;B
0;4;4;0;0;31/05/2014;roland garros;R32;Clay;Leonardo Mayer;S
105;49;31;32;5;31/05/2014;roland garros;R32;Clay;Rafael Nadal;Total
64;16;16;27;5;31/05/2014;roland garros;R32;Clay;Rafael Nadal;F
39;28;9;5;0;31/05/2014;roland garros;R32;Clay;Rafael Nadal;B
2;5;6;0;0;31/05/2014;roland garros;R32;Clay;Rafael Nadal;S
92;57;26;31;8;01/06/2014;roland garros;R16;Clay;Rafael Nadal;Total
57;24;9;24;8;01/06/2014;roland garros;R16;Clay;Rafael Nadal;F
35;30;15;6;0;01/06/2014;roland garros;R16;Clay;Rafael Nadal;B
0;3;2;1;0;01/06/2014;roland garros;R16;Clay;Rafael Nadal;S
89;69;26;20;5;01/06/2014;roland garros;R16;Clay;Dusan Lajovic;Total
63;22;5;11;4;01/06/2014;roland garros;R16;Clay;Dusan Lajovic;F
24;45;20;8;1;01/06/2014;roland garros;R16;Clay;Dusan Lajovic;B
2;2;1;1;0;01/06/2014;roland garros;R16;Clay;Dusan Lajovic;S
152;83;46;47;18;04/06/2014;roland garros;QF;Clay;David Ferrer;Total
123;38;10;39;18;04/06/2014;roland garros;QF;Clay;David Ferrer;F
29;43;36;8;0;04/06/2014;roland garros;QF;Clay;David Ferrer;B
0;2;0;0;0;04/06/2014;roland garros;QF;Clay;David Ferrer;S
133;91;51;44;18;04/06/2014;roland garros;QF;Clay;Rafael Nadal;Total
73;36;10;41;18;04/06/2014;roland garros;QF;Clay;Rafael Nadal;F
56;52;35;3;0;04/06/2014;roland garros;QF;Clay;Rafael Nadal;B
4;3;6;0;0;04/06/2014;roland garros;QF;Clay;Rafael Nadal;S
64;40;24;41;9;06/06/2014;roland garros;SF;Clay;Rafael Nadal;Total
39;16;11;39;9;06/06/2014;roland garros;SF;Clay;Rafael Nadal;F
23;23;9;1;0;06/06/2014;roland garros;SF;Clay;Rafael Nadal;B
2;1;4;1;0;06/06/2014;roland garros;SF;Clay;Rafael Nadal;S
77;50;26;23;2;06/06/2014;roland garros;SF;Clay;Andy Murray;Total
59;19;11;16;1;06/06/2014;roland garros;SF;Clay;Andy Murray;F
16;29;14;7;1;06/06/2014;roland garros;SF;Clay;Andy Murray;B
2;2;1;0;0;06/06/2014;roland garros;SF;Clay;Andy Murray;S
150;71;62;71;3;08/06/2014;roland garros;F;Clay;Novak Djokovic;Total
80;27;17;59;3;08/06/2014;roland garros;F;Clay;Novak Djokovic;F
69;43;45;12;0;08/06/2014;roland garros;F;Clay;Novak Djokovic;B
1;1;0;0;0;08/06/2014;roland garros;F;Clay;Novak Djokovic;S
169;67;68;50;9;08/06/2014;roland garros;F;Clay;Rafael Nadal;Total
108;27;34;44;8;08/06/2014;roland garros;F;Clay;Rafael Nadal;F
58;35;23;6;0;08/06/2014;roland garros;F;Clay;Rafael Nadal;B
3;5;11;0;1;08/06/2014;roland garros;F;Clay;Rafael Nadal;S
100;44;36;37;7;25/06/2014;wimbledon;R64;Grass;Tomas Berdych;Total
58;20;16;36;4;25/06/2014;wimbledon;R64;Grass;Tomas Berdych;F
31;21;15;0;1;25/06/2014;wimbledon;R64;Grass;Tomas Berdych;B
11;3;5;1;2;25/06/2014;wimbledon;R64;Grass;Tomas Berdych;S
90;46;46;42;4;25/06/2014;wimbledon;R64;Grass;Bernard Tomic;Total
48;13;22;34;3;25/06/2014;wimbledon;R64;Grass;Bernard Tomic;F
23;15;16;6;1;25/06/2014;wimbledon;R64;Grass;Bernard Tomic;B
19;18;8;2;0;25/06/2014;wimbledon;R64;Grass;Bernard Tomic;S
80;50;16;27;9;26/06/2014;wimbledon;R64;Grass;Rafael Nadal;Total
47;25;7;24;9;26/06/2014;wimbledon;R64;Grass;Rafael Nadal;F
29;8;4;2;0;26/06/2014;wimbledon;R64;Grass;Rafael Nadal;B
4;17;5;1;0;26/06/2014;wimbledon;R64;Grass;Rafael Nadal;S
77;45;34;36;3;26/06/2014;wimbledon;R64;Grass;Lukas Rosol;Total
58;24;18;32;3;26/06/2014;wimbledon;R64;Grass;Lukas Rosol;F
19;16;12;2;0;26/06/2014;wimbledon;R64;Grass;Lukas Rosol;B
0;5;4;2;0;26/06/2014;wimbledon;R64;Grass;Lukas Rosol;S
135;84;31;55;8;27/06/2014;wimbledon;R32;Grass;Grigor Dimitrov;Total
50;28;15;55;8;27/06/2014;wimbledon;R32;Grass;Grigor Dimitrov;F
41;32;7;0;0;27/06/2014;wimbledon;R32;Grass;Grigor Dimitrov;B
44;24;9;0;0;27/06/2014;wimbledon;R32;Grass;Grigor Dimitrov;S
153;66;44;66;5;27/06/2014;wimbledon;R32;Grass;Alexandr Dolgopolov;Total
46;28;23;58;5;27/06/2014;wimbledon;R32;Grass;Alexandr Dolgopolov;F
105;36;12;4;0;27/06/2014;wimbledon;R32;Grass;Alexandr Dolgopolov;B
2;2;9;4;0;27/06/2014;wimbledon;R32;Grass;Alexandr Dolgopolov;S
79;55;60;62;4;28/06/2014;wimbledon;R32;Grass;Mikhail Kukushkin;Total
59;21;20;46;4;28/06/2014;wimbledon;R32;Grass;Mikhail Kukushkin;F
18;32;32;15;0;28/06/2014;wimbledon;R32;Grass;Mikhail Kukushkin;B
2;2;8;1;0;28/06/2014;wimbledon;R32;Grass;Mikhail Kukushkin;S
95;77;32;29;6;28/06/2014;wimbledon;R32;Grass;Rafael Nadal;Total
59;21;12;23;6;28/06/2014;wimbledon;R32;Grass;Rafael Nadal;F
26;25;8;4;0;28/06/2014;wimbledon;R32;Grass;Rafael Nadal;B
10;31;12;2;0;28/06/2014;wimbledon;R32;Grass;Rafael Nadal;S
125;40;26;35;6;01/07/2014;wimbledon;R16;Grass;Nick Kyrgios;Total
66;23;8;25;4;01/07/2014;wimbledon;R16;Grass;Nick Kyrgios;F
58;15;16;9;1;01/07/2014;wimbledon;R16;Grass;Nick Kyrgios;B
1;2;2;1;1;01/07/2014;wimbledon;R16;Grass;Nick Kyrgios;S
92;58;44;33;7;01/07/2014;wimbledon;R16;Grass;Rafael Nadal;Total
67;25;24;29;7;01/07/2014;wimbledon;R16;Grass;Rafael Nadal;F
21;18;12;2;0;01/07/2014;wimbledon;R16;Grass;Rafael Nadal;B
4;15;8;2;0;01/07/2014;wimbledon;R16;Grass;Rafael Nadal;S
22;28;11;20;6;04/07/2014;wimbledon;SF;Grass;Milos Raonic;Total
12;13;4;19;6;04/07/2014;wimbledon;SF;Grass;Milos Raonic;F
7;9;2;1;0;04/07/2014;wimbledon;SF;Grass;Milos Raonic;B
3;6;5;0;0;04/07/2014;wimbledon;SF;Grass;Milos Raonic;S
26;37;12;11;1;04/07/2014;wimbledon;SF;Grass;Roger Federer;Total
9;17;4;11;1;04/07/2014;wimbledon;SF;Grass;Roger Federer;F
9;14;7;0;0;04/07/2014;wimbledon;SF;Grass;Roger Federer;B
8;6;1;0;0;04/07/2014;wimbledon;SF;Grass;Roger Federer;S
222;70;73;73;7;06/07/2014;wimbledon;F;Grass;Novak Djokovic;Total
88;31;26;52;7;06/07/2014;wimbledon;F;Grass;Novak Djokovic;F
123;34;45;20;0;06/07/2014;wimbledon;F;Grass;Novak Djokovic;B
11;5;2;1;0;06/07/2014;wimbledon;F;Grass;Novak Djokovic;S
179;104;62;52;10;06/07/2014;wimbledon;F;Grass;Roger Federer;Total
72;44;38;44;10;06/07/2014;wimbledon;F;Grass;Roger Federer;F
63;45;17;6;0;06/07/2014;wimbledon;F;Grass;Roger Federer;B
44;15;7;2;0;06/07/2014;wimbledon;F;Grass;Roger Federer;S
102;93;43;36;3;25/01/2015;australian open;R16;Hard;Bernard Tomic;Total
60;46;24;23;2;25/01/2015;australian open;R16;Hard;Bernard Tomic;F
29;27;11;11;0;25/01/2015;australian open;R16;Hard;Bernard Tomic;B
13;20;8;2;1;25/01/2015;australian open;R16;Hard;Bernard Tomic;S
122;56;34;43;4;25/01/2015;australian open;R16;Hard;Tomas Berdych;Total
74;29;16;37;4;25/01/2015;australian open;R16;Hard;Tomas Berdych;F
39;20;13;6;0;25/01/2015;australian open;R16;Hard;Tomas Berdych;B
9;7;5;0;0;25/01/2015;australian open;R16;Hard;Tomas Berdych;S
51;46;71;50;9;27/01/2015;australian open;QF;Hard;Tomas Berdych;Total
41;20;37;40;9;27/01/2015;australian open;QF;Hard;Tomas Berdych;F
10;23;34;9;0;27/01/2015;australian open;QF;Hard;Tomas Berdych;B
0;3;0;1;0;27/01/2015;australian open;QF;Hard;Tomas Berdych;S
30;55;3;77;52;27/01/2015;australian open;QF;Hard;Rafael Nadal;Total
25;23;2;51;24;27/01/2015;australian open;QF;Hard;Rafael Nadal;F
5;21;1;15;26;27/01/2015;australian open;QF;Hard;Rafael Nadal;B
0;11;0;11;2;27/01/2015;australian open;QF;Hard;Rafael Nadal;S
239;219;65;107;4;01/02/2015;australian open;F;Hard;Novak Djokovic;Total
95;84;36;78;4;01/02/2015;australian open;F;Hard;Novak Djokovic;F
115;109;27;26;0;01/02/2015;australian open;F;Hard;Novak Djokovic;B
29;26;2;3;0;01/02/2015;australian open;F;Hard;Novak Djokovic;S
252;187;72;119;0;01/02/2015;australian open;F;Hard;Andy Murray;Total
106;73;40;89;0;01/02/2015;australian open;F;Hard;Andy Murray;F
116;87;31;28;0;01/02/2015;australian open;F;Hard;Andy Murray;B
30;27;1;2;0;01/02/2015;australian open;F;Hard;Andy Murray;S
67;68;31;36;5;24/05/2015;roland garros;R128;Clay;Paul Henri Mathieu;Total
20;21;10;26;4;24/05/2015;roland garros;R128;Clay;Paul Henri Mathieu;F
40;45;21;10;1;24/05/2015;roland garros;R128;Clay;Paul Henri Mathieu;B
7;2;0;0;0;24/05/2015;roland garros;R128;Clay;Paul Henri Mathieu;S
88;67;16;25;1;24/05/2015;roland garros;R128;Clay;Kei Nishikori;Total
27;27;4;20;1;24/05/2015;roland garros;R128;Clay;Kei Nishikori;F
56;35;11;5;0;24/05/2015;roland garros;R128;Clay;Kei Nishikori;B
5;5;1;0;0;24/05/2015;roland garros;R128;Clay;Kei Nishikori;S
56;20;20;47;6;28/05/2015;roland garros;R64;Clay;Jeremy Chardy;Total
32;11;8;45;6;28/05/2015;roland garros;R64;Clay;Jeremy Chardy;F
17;5;11;2;0;28/05/2015;roland garros;R64;Clay;Jeremy Chardy;B
7;4;1;0;0;28/05/2015;roland garros;R64;Clay;Jeremy Chardy;S
48;31;16;27;6;28/05/2015;roland garros;R64;Clay;John Isner;Total
24;11;7;26;6;28/05/2015;roland garros;R64;Clay;John Isner;F
17;12;5;1;0;28/05/2015;roland garros;R64;Clay;John Isner;B
7;8;4;0;0;28/05/2015;roland garros;R64;Clay;John Isner;S
45;47;35;24;2;29/05/2015;roland garros;R32;Clay;Damir Dzumhur;Total
10;14;19;21;2;29/05/2015;roland garros;R32;Clay;Damir Dzumhur;F
