crosscourt;down_middle;down_the_line;inside_out;inside_in;date;tournoi;categorie;type_surface;joueur;row
325;126;47;102;20;05/06/1994;roland garros;F;Clay;Sergi Bruguera;Total
87;52;24;95;20;05/06/1994;roland garros;F;Clay;Sergi Bruguera;F
214;63;20;6;0;05/06/1994;roland garros;F;Clay;Sergi Bruguera;B
24;11;3;1;0;05/06/1994;roland garros;F;Clay;Sergi Bruguera;S
213;155;41;209;44;05/06/1994;roland garros;F;Clay;Alberto Berasategui;Total
96;99;22;209;44;05/06/1994;roland garros;F;Clay;Alberto Berasategui;F
109;52;18;0;0;05/06/1994;roland garros;F;Clay;Alberto Berasategui;B
8;4;1;0;0;05/06/1994;roland garros;F;Clay;Alberto Berasategui;S
132;75;54;50;7;19/01/2016;australian open;R128;Hard;Rafael Nadal;Total
66;33;30;41;7;19/01/2016;australian open;R128;Hard;Rafael Nadal;F
55;34;20;9;0;19/01/2016;australian open;R128;Hard;Rafael Nadal;B
11;8;4;0;0;19/01/2016;australian open;R128;Hard;Rafael Nadal;S
165;62;58;49;10;19/01/2016;australian open;R128;Hard;Fernando Verdasco;Total
85;29;30;45;10;19/01/2016;australian open;R128;Hard;Fernando Verdasco;F
74;31;26;4;0;19/01/2016;australian open;R128;Hard;Fernando Verdasco;B
6;2;2;0;0;19/01/2016;australian open;R128;Hard;Fernando Verdasco;S
109;40;23;33;5;23/01/2015;australian open;R32;Hard;Fernando Verdasco;Total
69;20;10;27;5;23/01/2015;australian open;R32;Hard;Fernando Verdasco;F
33;15;11;6;0;23/01/2015;australian open;R32;Hard;Fernando Verdasco;B
7;5;2;0;0;23/01/2015;australian open;R32;Hard;Fernando Verdasco;S
81;49;37;37;1;23/01/2015;australian open;R32;Hard;Novak Djokovic;Total
49;16;13;28;1;23/01/2015;australian open;R32;Hard;Novak Djokovic;F
31;30;21;8;0;23/01/2015;australian open;R32;Hard;Novak Djokovic;B
1;3;3;1;0;23/01/2015;australian open;R32;Hard;Novak Djokovic;S
76;53;24;44;9;10/07/2016;wimbledon;F;Grass;Milos Raonic;Total
43;17;17;41;9;10/07/2016;wimbledon;F;Grass;Milos Raonic;F
6;14;2;1;0;10/07/2016;wimbledon;F;Grass;Milos Raonic;B
27;22;5;2;0;10/07/2016;wimbledon;F;Grass;Milos Raonic;S
114;58;31;28;1;10/07/2016;wimbledon;F;Grass;Andy Murray;Total
53;24;14;23;1;10/07/2016;wimbledon;F;Grass;Andy Murray;F
50;23;13;5;0;10/07/2016;wimbledon;F;Grass;Andy Murray;B
11;11;4;0;0;10/07/2016;wimbledon;F;Grass;Andy Murray;S
201;60;51;31;6;08/09/2005;us open;QF;Hard;Andre Agassi;Total
106;32;38;28;6;08/09/2005;us open;QF;Hard;Andre Agassi;F
88;26;12;3;0;08/09/2005;us open;QF;Hard;Andre Agassi;B
7;2;1;0;0;08/09/2005;us open;QF;Hard;Andre Agassi;S
174;71;40;47;7;08/09/2005;us open;QF;Hard;James Blake;Total
93;26;20;34;7;08/09/2005;us open;QF;Hard;James Blake;F
66;35;16;12;0;08/09/2005;us open;QF;Hard;James Blake;B
15;10;4;1;0;08/09/2005;us open;QF;Hard;James Blake;S
302;90;70;59;5;20/01/2011;australian open;R64;Hard;Gilles Simon;Total
102;44;35;57;5;20/01/2011;australian open;R64;Hard;Gilles Simon;F
194;42;34;2;0;20/01/2011;australian open;R64;Hard;Gilles Simon;B
6;4;1;0;0;20/01/2011;australian open;R64;Hard;Gilles Simon;S
240;97;72;71;25;20/01/2011;australian open;R64;Hard;Roger Federer;Total
100;30;37;63;25;20/01/2011;australian open;R64;Hard;Roger Federer;F
103;57;25;6;0;20/01/2011;australian open;R64;Hard;Roger Federer;B
37;10;10;2;0;20/01/2011;australian open;R64;Hard;Roger Federer;S
171;96;30;89;22;09/06/1991;roland garros;F;Clay;Andre Agassi;Total
67;54;11;85;22;09/06/1991;roland garros;F;Clay;Andre Agassi;F
100;40;19;4;0;09/06/1991;roland garros;F;Clay;Andre Agassi;B
4;2;0;0;0;09/06/1991;roland garros;F;Clay;Andre Agassi;S
158;145;37;58;6;09/06/1991;roland garros;F;Clay;Jim Courier;Total
57;61;17;54;6;09/06/1991;roland garros;F;Clay;Jim Courier;F
75;64;12;4;0;09/06/1991;roland garros;F;Clay;Jim Courier;B
26;20;8;0;0;09/06/1991;roland garros;F;Clay;Jim Courier;S
66;78;14;31;3;26/01/2016;australian open;QF;Hard;Roger Federer;Total
33;37;4;30;3;26/01/2016;australian open;QF;Hard;Roger Federer;F
26;32;9;0;0;26/01/2016;australian open;QF;Hard;Roger Federer;B
7;9;1;1;0;26/01/2016;australian open;QF;Hard;Roger Federer;S
81;58;19;46;3;26/01/2016;australian open;QF;Hard;Tomas Berdych;Total
37;30;8;41;3;26/01/2016;australian open;QF;Hard;Tomas Berdych;F
32;19;7;4;0;26/01/2016;australian open;QF;Hard;Tomas Berdych;B
12;9;4;1;0;26/01/2016;australian open;QF;Hard;Tomas Berdych;S
99;77;27;22;5;05/09/2007;us open;QF;Hard;Roger Federer;Total
53;37;13;17;5;05/09/2007;us open;QF;Hard;Roger Federer;F
31;29;11;4;0;05/09/2007;us open;QF;Hard;Roger Federer;B
15;11;3;1;0;05/09/2007;us open;QF;Hard;Roger Federer;S
72;63;18;45;5;05/09/2007;us open;QF;Hard;Andy Roddick;Total
37;34;9;41;5;05/09/2007;us open;QF;Hard;Andy Roddick;F
26;27;9;4;0;05/09/2007;us open;QF;Hard;Andy Roddick;B
9;2;0;0;0;05/09/2007;us open;QF;Hard;Andy Roddick;S
103;61;18;64;0;06/07/2016;wimbledon;QF;Grass;Marin Cilic;Total
41;24;10;56;0;06/07/2016;wimbledon;QF;Grass;Marin Cilic;F
56;32;8;8;0;06/07/2016;wimbledon;QF;Grass;Marin Cilic;B
6;5;0;0;0;06/07/2016;wimbledon;QF;Grass;Marin Cilic;S
85;89;23;31;2;06/07/2016;wimbledon;QF;Grass;Roger Federer;Total
31;29;5;25;2;06/07/2016;wimbledon;QF;Grass;Roger Federer;F
35;35;13;5;0;06/07/2016;wimbledon;QF;Grass;Roger Federer;B
19;25;5;1;0;06/07/2016;wimbledon;QF;Grass;Roger Federer;S
168;110;10;57;6;08/09/2016;us open;QF;Hard;Juan Martin Del Potro;Total
88;51;5;54;5;08/09/2016;us open;QF;Hard;Juan Martin Del Potro;F
31;28;2;0;0;08/09/2016;us open;QF;Hard;Juan Martin Del Potro;B
49;31;3;3;1;08/09/2016;us open;QF;Hard;Juan Martin Del Potro;S
155;115;42;46;4;08/09/2016;us open;QF;Hard;Stan Wawrinka;Total
50;46;16;30;4;08/09/2016;us open;QF;Hard;Stan Wawrinka;F
72;61;20;14;0;08/09/2016;us open;QF;Hard;Stan Wawrinka;B
33;8;6;2;0;08/09/2016;us open;QF;Hard;Stan Wawrinka;S
82;56;13;35;5;06/09/2016;us open;QF;Hard;Lucas Pouille;Total
43;27;8;32;5;06/09/2016;us open;QF;Hard;Lucas Pouille;F
33;26;4;2;0;06/09/2016;us open;QF;Hard;Lucas Pouille;B
6;3;1;1;0;06/09/2016;us open;QF;Hard;Lucas Pouille;S
71;77;15;25;1;06/09/2016;us open;QF;Hard;Gael Monfils;Total
34;37;7;25;1;06/09/2016;us open;QF;Hard;Gael Monfils;F
28;34;8;0;0;06/09/2016;us open;QF;Hard;Gael Monfils;B
9;6;0;0;0;06/09/2016;us open;QF;Hard;Gael Monfils;S
196;206;31;59;4;11/09/2016;us open;F;Hard;Novak Djokovic;Total
94;106;18;48;4;11/09/2016;us open;F;Hard;Novak Djokovic;F
96;91;13;8;0;11/09/2016;us open;F;Hard;Novak Djokovic;B
6;9;0;3;0;11/09/2016;us open;F;Hard;Novak Djokovic;S
196;232;39;52;3;11/09/2016;us open;F;Hard;Stan Wawrinka;Total
96;106;10;40;3;11/09/2016;us open;F;Hard;Stan Wawrinka;F
73;105;26;12;0;11/09/2016;us open;F;Hard;Stan Wawrinka;B
27;21;3;0;0;11/09/2016;us open;F;Hard;Stan Wawrinka;S
100;26;37;4;2;06/09/2001;us open;QF;Hard;Pete Sampras;Total
35;6;10;4;2;06/09/2001;us open;QF;Hard;Pete Sampras;F
41;16;21;0;0;06/09/2001;us open;QF;Hard;Pete Sampras;B
24;4;6;0;0;06/09/2001;us open;QF;Hard;Pete Sampras;S
140;19;33;35;10;06/09/2001;us open;QF;Hard;Andre Agassi;Total
52;9;19;33;10;06/09/2001;us open;QF;Hard;Andre Agassi;F
86;9;14;2;0;06/09/2001;us open;QF;Hard;Andre Agassi;B
2;1;0;0;0;06/09/2001;us open;QF;Hard;Andre Agassi;S
49;48;18;20;0;23/01/2016;australian open;R32;Hard;Stan Wawrinka;Total
17;18;8;9;0;23/01/2016;australian open;R32;Hard;Stan Wawrinka;F
16;18;9;9;0;23/01/2016;australian open;R32;Hard;Stan Wawrinka;B
16;12;1;2;0;23/01/2016;australian open;R32;Hard;Stan Wawrinka;S
54;39;18;23;1;23/01/2016;australian open;R32;Hard;Lukas Rosol;Total
26;21;6;23;1;23/01/2016;australian open;R32;Hard;Lukas Rosol;F
20;14;9;0;0;23/01/2016;australian open;R32;Hard;Lukas Rosol;B
8;4;3;0;0;23/01/2016;australian open;R32;Hard;Lukas Rosol;S
51;18;28;9;0;21/01/2012;australian open;R32;Hard;Michael Llodra;Total
24;7;9;5;0;21/01/2012;australian open;R32;Hard;Michael Llodra;F
9;4;4;1;0;21/01/2012;australian open;R32;Hard;Michael Llodra;B
18;7;15;3;0;21/01/2012;australian open;R32;Hard;Michael Llodra;S
80;17;31;21;8;21/01/2012;australian open;R32;Hard;Andy Murray;Total
49;5;18;15;7;21/01/2012;australian open;R32;Hard;Andy Murray;F
30;11;8;6;1;21/01/2012;australian open;R32;Hard;Andy Murray;B
1;1;5;0;0;21/01/2012;australian open;R32;Hard;Andy Murray;S
177;153;70;90;8;31/05/2009;roland garros;R16;Clay;Robin Soderling;Total
112;78;24;72;8;31/05/2009;roland garros;R16;Clay;Robin Soderling;F
63;70;46;18;0;31/05/2009;roland garros;R16;Clay;Robin Soderling;B
2;5;0;0;0;31/05/2009;roland garros;R16;Clay;Robin Soderling;S
174;167;47;62;8;31/05/2009;roland garros;R16;Clay;Rafael Nadal;Total
120;71;23;57;5;31/05/2009;roland garros;R16;Clay;Rafael Nadal;F
47;62;20;2;1;31/05/2009;roland garros;R16;Clay;Rafael Nadal;B
7;34;4;3;2;31/05/2009;roland garros;R16;Clay;Rafael Nadal;S
202;213;51;100;4;07/06/2013;roland garros;SF;Clay;Novak Djokovic;Total
122;98;11;77;4;07/06/2013;roland garros;SF;Clay;Novak Djokovic;F
80;114;35;22;0;07/06/2013;roland garros;SF;Clay;Novak Djokovic;B
0;1;5;1;0;07/06/2013;roland garros;SF;Clay;Novak Djokovic;S
179;223;65;86;8;07/06/2013;roland garros;SF;Clay;Rafael Nadal;Total
122;103;20;62;6;07/06/2013;roland garros;SF;Clay;Rafael Nadal;F
56;93;35;24;2;07/06/2013;roland garros;SF;Clay;Rafael Nadal;B
1;27;10;0;0;07/06/2013;roland garros;SF;Clay;Rafael Nadal;S
133;62;46;36;3;09/06/1996;roland garros;F;Clay;Michael Stich;Total
38;22;21;26;3;09/06/1996;roland garros;F;Clay;Michael Stich;F
61;26;18;8;0;09/06/1996;roland garros;F;Clay;Michael Stich;B
34;14;7;2;0;09/06/1996;roland garros;F;Clay;Michael Stich;S
176;59;39;30;1;09/06/1996;roland garros;F;Clay;Yevgeny Kafelnikov;Total
62;28;18;23;1;09/06/1996;roland garros;F;Clay;Yevgeny Kafelnikov;F
82;23;21;7;0;09/06/1996;roland garros;F;Clay;Yevgeny Kafelnikov;B
32;8;0;0;0;09/06/1996;roland garros;F;Clay;Yevgeny Kafelnikov;S
154;55;42;50;9;07/06/1998;roland garros;F;Clay;Alex Corretja;Total
61;25;22;48;8;07/06/1998;roland garros;F;Clay;Alex Corretja;F
67;25;15;2;1;07/06/1998;roland garros;F;Clay;Alex Corretja;B
26;5;5;0;0;07/06/1998;roland garros;F;Clay;Alex Corretja;S
111;80;35;59;19;07/06/1998;roland garros;F;Clay;Carlos Moya;Total
45;47;22;54;19;07/06/1998;roland garros;F;Clay;Carlos Moya;F
61;33;11;5;0;07/06/1998;roland garros;F;Clay;Carlos Moya;B
5;0;2;0;0;07/06/1998;roland garros;F;Clay;Carlos Moya;S
135;68;51;36;11;29/05/2014;roland garros;R64;Clay;Rafael Nadal;Total
85;30;22;32;11;29/05/2014;roland garros;R64;Clay;Rafael Nadal;F
50;34;24;3;0;29/05/2014;roland garros;R64;Clay;Rafael Nadal;B
0;4;5;1;0;29/05/2014;roland garros;R64;Clay;Rafael Nadal;S
133;75;38;39;9;29/05/2014;roland garros;R64;Clay;Dominic Thiem;Total
83;30;18;37;9;29/05/2014;roland garros;R64;Clay;Dominic Thiem;F
48;41;20;2;0;29/05/2014;roland garros;R64;Clay;Dominic Thiem;B
2;4;0;0;0;29/05/2014;roland garros;R64;Clay;Dominic Thiem;S
133;91;48;51;13;05/06/2009;roland garros;SF;Clay;Roger Federer;Total
57;38;24;49;13;05/06/2009;roland garros;SF;Clay;Roger Federer;F
48;41;19;2;0;05/06/2009;roland garros;SF;Clay;Roger Federer;B
28;12;5;0;0;05/06/2009;roland garros;SF;Clay;Roger Federer;S
162;75;43;72;1;05/06/2009;roland garros;SF;Clay;Juan Martin Del Potro;Total
66;39;24;61;1;05/06/2009;roland garros;SF;Clay;Juan Martin Del Potro;F
86;31;19;10;0;05/06/2009;roland garros;SF;Clay;Juan Martin Del Potro;B
10;5;0;1;0;05/06/2009;roland garros;SF;Clay;Juan Martin Del Potro;S
166;103;68;40;9;27/01/2005;australian open;SF;Hard;Roger Federer;Total
70;30;26;34;9;27/01/2005;australian open;SF;Hard;Roger Federer;F
60;62;28;5;0;27/01/2005;australian open;SF;Hard;Roger Federer;B
36;11;14;1;0;27/01/2005;australian open;SF;Hard;Roger Federer;S
239;75;57;54;4;27/01/2005;australian open;SF;Hard;Marat Safin;Total
81;33;32;43;3;27/01/2005;australian open;SF;Hard;Marat Safin;F
136;40;22;11;1;27/01/2005;australian open;SF;Hard;Marat Safin;B
22;2;3;0;0;27/01/2005;australian open;SF;Hard;Marat Safin;S
119;51;34;39;1;26/05/2015;roland garros;R128;Clay;Richard Gasquet;Total
39;35;24;33;1;26/05/2015;roland garros;R128;Clay;Richard Gasquet;F
76;14;10;6;0;26/05/2015;roland garros;R128;Clay;Richard Gasquet;B
4;2;0;0;0;26/05/2015;roland garros;R128;Clay;Richard Gasquet;S
129;74;26;23;3;26/05/2015;roland garros;R128;Clay;Germain Gigounon;Total
48;15;4;16;3;26/05/2015;roland garros;R128;Clay;Germain Gigounon;F
70;52;19;7;0;26/05/2015;roland garros;R128;Clay;Germain Gigounon;B
11;7;3;0;0;26/05/2015;roland garros;R128;Clay;Germain Gigounon;S
163;89;43;87;5;18/01/2017;australian open;R64;Hard;Nick Kyrgios;Total
74;37;23;76;5;18/01/2017;australian open;R64;Hard;Nick Kyrgios;F
80;42;18;11;0;18/01/2017;australian open;R64;Hard;Nick Kyrgios;B
9;10;2;0;0;18/01/2017;australian open;R64;Hard;Nick Kyrgios;S
170;145;37;49;3;18/01/2017;australian open;R64;Hard;Andreas Seppi;Total
71;51;14;35;3;18/01/2017;australian open;R64;Hard;Andreas Seppi;F
78;72;19;12;0;18/01/2017;australian open;R64;Hard;Andreas Seppi;B
21;22;4;2;0;18/01/2017;australian open;R64;Hard;Andreas Seppi;S
145;65;68;72;7;23/01/2011;australian open;R16;Hard;Robin Soderling;Total
69;37;27;66;7;23/01/2011;australian open;R16;Hard;Robin Soderling;F
56;21;33;6;0;23/01/2011;australian open;R16;Hard;Robin Soderling;B
20;7;8;0;0;23/01/2011;australian open;R16;Hard;Robin Soderling;S
178;60;37;32;5;23/01/2011;australian open;R16;Hard;Alexandr Dolgopolov;Total
71;16;21;24;5;23/01/2011;australian open;R16;Hard;Alexandr Dolgopolov;F
70;26;6;6;0;23/01/2011;australian open;R16;Hard;Alexandr Dolgopolov;B
37;18;10;2;0;23/01/2011;australian open;R16;Hard;Alexandr Dolgopolov;S
93;74;42;38;9;22/01/2017;australian open;R16;Hard;Roger Federer;Total
33;25;18;32;9;22/01/2017;australian open;R16;Hard;Roger Federer;F
39;43;17;6;0;22/01/2017;australian open;R16;Hard;Roger Federer;B
21;6;7;0;0;22/01/2017;australian open;R16;Hard;Roger Federer;S
127;57;40;42;1;22/01/2017;australian open;R16;Hard;Kei Nishikori;Total
43;27;18;39;1;22/01/2017;australian open;R16;Hard;Kei Nishikori;F
72;24;15;3;0;22/01/2017;australian open;R16;Hard;Kei Nishikori;B
12;6;7;0;0;22/01/2017;australian open;R16;Hard;Kei Nishikori;S
151;101;68;61;13;01/06/2005;roland garros;SF;Clay;Roger Federer;Total
110;53;23;51;13;01/06/2005;roland garros;SF;Clay;Roger Federer;F
32;39;30;9;0;01/06/2005;roland garros;SF;Clay;Roger Federer;B
9;9;15;1;0;01/06/2005;roland garros;SF;Clay;Roger Federer;S
196;102;43;54;12;01/06/2005;roland garros;SF;Clay;Rafael Nadal;Total
111;40;15;48;12;01/06/2005;roland garros;SF;Clay;Rafael Nadal;F
83;58;24;6;0;01/06/2005;roland garros;SF;Clay;Rafael Nadal;B
2;4;4;0;0;01/06/2005;roland garros;SF;Clay;Rafael Nadal;S
77;29;21;64;4;21/01/2017;australian open;R32;Hard;Milos Raonic;Total
31;10;14;59;4;21/01/2017;australian open;R32;Hard;Milos Raonic;F
10;8;1;4;0;21/01/2017;australian open;R32;Hard;Milos Raonic;B
36;11;6;1;0;21/01/2017;australian open;R32;Hard;Milos Raonic;S
92;52;45;41;2;21/01/2017;australian open;R32;Hard;Gilles Simon;Total
30;22;17;40;2;21/01/2017;australian open;R32;Hard;Gilles Simon;F
61;29;28;1;0;21/01/2017;australian open;R32;Hard;Gilles Simon;B
1;1;0;0;0;21/01/2017;australian open;R32;Hard;Gilles Simon;S
78;36;35;46;14;24/01/2017;australian open;QF;Hard;Milos Raonic;Total
61;18;9;41;14;24/01/2017;australian open;QF;Hard;Milos Raonic;F
16;17;20;2;0;24/01/2017;australian open;QF;Hard;Milos Raonic;B
1;1;6;3;0;24/01/2017;australian open;QF;Hard;Milos Raonic;S
87;50;41;32;7;24/01/2017;australian open;QF;Hard;Rafael Nadal;Total
48;23;19;26;7;24/01/2017;australian open;QF;Hard;Rafael Nadal;F
32;15;11;6;0;24/01/2017;australian open;QF;Hard;Rafael Nadal;B
7;12;11;0;0;24/01/2017;australian open;QF;Hard;Rafael Nadal;S
34;34;9;21;2;20/01/2017;australian open;R32;Hard;Tomas Berdych;Total
12;14;5;20;2;20/01/2017;australian open;R32;Hard;Tomas Berdych;F
20;13;1;1;0;20/01/2017;australian open;R32;Hard;Tomas Berdych;B
2;7;3;0;0;20/01/2017;australian open;R32;Hard;Tomas Berdych;S
46;38;11;17;3;20/01/2017;australian open;R32;Hard;Roger Federer;Total
22;19;1;15;3;20/01/2017;australian open;R32;Hard;Roger Federer;F
18;12;7;2;0;20/01/2017;australian open;R32;Hard;Roger Federer;B
6;7;3;0;0;20/01/2017;australian open;R32;Hard;Roger Federer;S
196;91;71;57;2;06/06/2008;roland garros;SF;Clay;Novak Djokovic;Total
125;26;25;44;2;06/06/2008;roland garros;SF;Clay;Novak Djokovic;F
70;60;43;11;0;06/06/2008;roland garros;SF;Clay;Novak Djokovic;B
1;5;3;2;0;06/06/2008;roland garros;SF;Clay;Novak Djokovic;S
184;80;84;45;20;06/06/2008;roland garros;SF;Clay;Rafael Nadal;Total
110;27;37;35;20;06/06/2008;roland garros;SF;Clay;Rafael Nadal;F
69;40;33;7;0;06/06/2008;roland garros;SF;Clay;Rafael Nadal;B
5;13;14;3;0;06/06/2008;roland garros;SF;Clay;Rafael Nadal;S
102;79;25;43;4;26/01/2017;australian open;SF;Hard;Roger Federer;Total
43;38;11;37;4;26/01/2017;australian open;SF;Hard;Roger Federer;F
47;33;7;5;0;26/01/2017;australian open;SF;Hard;Roger Federer;B
12;8;7;1;0;26/01/2017;australian open;SF;Hard;Roger Federer;S
139;71;28;31;5;26/01/2017;australian open;SF;Hard;Stan Wawrinka;Total
52;35;14;27;5;26/01/2017;australian open;SF;Hard;Stan Wawrinka;F
70;28;11;4;0;26/01/2017;australian open;SF;Hard;Stan Wawrinka;B
17;8;3;0;0;26/01/2017;australian open;SF;Hard;Stan Wawrinka;S
328;120;95;61;19;27/01/2017;australian open;SF;Hard;Rafael Nadal;Total
210;46;31;54;19;27/01/2017;australian open;SF;Hard;Rafael Nadal;F
114;68;55;6;0;27/01/2017;australian open;SF;Hard;Rafael Nadal;B
4;6;9;1;0;27/01/2017;australian open;SF;Hard;Rafael Nadal;S
258;134;104;92;28;27/01/2017;australian open;SF;Hard;Grigor Dimitrov;Total
163;40;39;87;28;27/01/2017;australian open;SF;Hard;Grigor Dimitrov;F
67;78;50;3;0;27/01/2017;australian open;SF;Hard;Grigor Dimitrov;B
28;16;15;2;0;27/01/2017;australian open;SF;Hard;Grigor Dimitrov;S
153;49;29;29;2;27/01/2008;australian open;SF;Hard;Novak Djokovic;Total
65;19;11;25;2;27/01/2008;australian open;SF;Hard;Novak Djokovic;F
85;29;18;4;0;27/01/2008;australian open;SF;Hard;Novak Djokovic;B
3;1;0;0;0;27/01/2008;australian open;SF;Hard;Novak Djokovic;S
142;56;39;24;5;27/01/2008;australian open;SF;Hard;Roger Federer;Total
66;23;17;20;5;27/01/2008;australian open;SF;Hard;Roger Federer;F
49;30;20;4;0;27/01/2008;australian open;SF;Hard;Roger Federer;B
27;3;2;0;0;27/01/2008;australian open;SF;Hard;Roger Federer;S
144;70;67;68;3;08/06/2007;roland garros;SF;Clay;Novak Djokovic;Total
85;25;19;42;3;08/06/2007;roland garros;SF;Clay;Novak Djokovic;F
59;41;45;24;0;08/06/2007;roland garros;SF;Clay;Novak Djokovic;B
0;4;3;2;0;08/06/2007;roland garros;SF;Clay;Novak Djokovic;S
152;77;47;41;17;08/06/2007;roland garros;SF;Clay;Rafael Nadal;Total
94;30;13;36;17;08/06/2007;roland garros;SF;Clay;Rafael Nadal;F
54;33;31;3;0;08/06/2007;roland garros;SF;Clay;Rafael Nadal;B
4;14;3;2;0;08/06/2007;roland garros;SF;Clay;Rafael Nadal;S
115;73;20;41;4;13/09/2009;us open;SF;Hard;Novak Djokovic;Total
54;31;9;30;4;13/09/2009;us open;SF;Hard;Novak Djokovic;F
50;35;10;8;0;13/09/2009;us open;SF;Hard;Novak Djokovic;B
11;7;1;3;0;13/09/2009;us open;SF;Hard;Novak Djokovic;S
100;70;17;40;2;13/09/2009;us open;SF;Hard;Roger Federer;Total
55;28;11;36;2;13/09/2009;us open;SF;Hard;Roger Federer;F
21;30;5;4;0;13/09/2009;us open;SF;Hard;Roger Federer;B
24;12;1;0;0;13/09/2009;us open;SF;Hard;Roger Federer;S
233;99;56;80;3;27/01/2011;australian open;SF;Hard;Novak Djokovic;Total
97;45;34;70;3;27/01/2011;australian open;SF;Hard;Novak Djokovic;F
132;53;21;10;0;27/01/2011;australian open;SF;Hard;Novak Djokovic;B
4;1;1;0;0;27/01/2011;australian open;SF;Hard;Novak Djokovic;S
199;127;73;48;9;27/01/2011;australian open;SF;Hard;Roger Federer;Total
76;36;31;44;9;27/01/2011;australian open;SF;Hard;Roger Federer;F
81;74;40;4;0;27/01/2011;australian open;SF;Hard;Roger Federer;B
42;17;2;0;0;27/01/2011;australian open;SF;Hard;Roger Federer;S
74;40;7;31;4;25/01/2007;australian open;SF;Hard;Andy Roddick;Total
47;17;5;31;4;25/01/2007;australian open;SF;Hard;Andy Roddick;F
23;21;1;0;0;25/01/2007;australian open;SF;Hard;Andy Roddick;B
4;2;1;0;0;25/01/2007;australian open;SF;Hard;Andy Roddick;S
79;41;26;20;2;25/01/2007;australian open;SF;Hard;Roger Federer;Total
39;22;11;16;2;25/01/2007;australian open;SF;Hard;Roger Federer;F
30;12;11;4;0;25/01/2007;australian open;SF;Hard;Roger Federer;B
10;7;4;0;0;25/01/2007;australian open;SF;Hard;Roger Federer;S
201;127;42;47;4;11/09/2011;us open;SF;Hard;Andy Murray;Total
147;55;13;35;4;11/09/2011;us open;SF;Hard;Andy Murray;F
52;64;22;10;0;11/09/2011;us open;SF;Hard;Andy Murray;B
2;8;7;2;0;11/09/2011;us open;SF;Hard;Andy Murray;S
115;183;47;64;9;11/09/2011;us open;SF;Hard;Rafael Nadal;Total
69;57;16;48;9;11/09/2011;us open;SF;Hard;Rafael Nadal;F
39;84;19;7;0;11/09/2011;us open;SF;Hard;Rafael Nadal;B
7;42;12;9;0;11/09/2011;us open;SF;Hard;Rafael Nadal;S
29;78;3;118;21;11/06/2017;roland garros;F;Clay;Rafael Nadal;Total
23;20;3;67;9;11/06/2017;roland garros;F;Clay;Rafael Nadal;F
6;52;0;51;11;11/06/2017;roland garros;F;Clay;Rafael Nadal;B
0;6;0;0;1;11/06/2017;roland garros;F;Clay;Rafael Nadal;S
36;90;5;107;22;11/06/2017;roland garros;F;Clay;Stan Wawrinka;Total
27;47;5;69;9;11/06/2017;roland garros;F;Clay;Stan Wawrinka;F
8;38;0;37;12;11/06/2017;roland garros;F;Clay;Stan Wawrinka;B
1;5;0;1;1;11/06/2017;roland garros;F;Clay;Stan Wawrinka;S
36;28;8;13;2;02/07/1993;wimbledon;SF;Grass;Jim Courier;Total
18;10;4;13;2;02/07/1993;wimbledon;SF;Grass;Jim Courier;F
13;9;4;0;0;02/07/1993;wimbledon;SF;Grass;Jim Courier;B
5;9;0;0;0;02/07/1993;wimbledon;SF;Grass;Jim Courier;S
16;15;12;4;0;02/07/1993;wimbledon;SF;Grass;Stefan Edberg;Total
5;7;7;1;0;02/07/1993;wimbledon;SF;Grass;Stefan Edberg;F
6;3;1;3;0;02/07/1993;wimbledon;SF;Grass;Stefan Edberg;B
5;5;4;0;0;02/07/1993;wimbledon;SF;Grass;Stefan Edberg;S
116;37;52;14;1;01/07/2006;wimbledon;R32;Grass;Rafael Nadal;Total
71;12;31;11;1;01/07/2006;wimbledon;R32;Grass;Rafael Nadal;F
35;14;17;3;0;01/07/2006;wimbledon;R32;Grass;Rafael Nadal;B
10;11;4;0;0;01/07/2006;wimbledon;R32;Grass;Rafael Nadal;S
148;28;36;17;7;01/07/2006;wimbledon;R32;Grass;Andre Agassi;Total
74;13;20;12;7;01/07/2006;wimbledon;R32;Grass;Andre Agassi;F
64;14;14;5;0;01/07/2006;wimbledon;R32;Grass;Andre Agassi;B
10;1;2;0;0;01/07/2006;wimbledon;R32;Grass;Andre Agassi;S
51;25;34;21;8;29/06/2016;wimbledon;R64;Grass;Roger Federer;Total
23;9;8;20;8;29/06/2016;wimbledon;R64;Grass;Roger Federer;F
19;10;8;0;0;29/06/2016;wimbledon;R64;Grass;Roger Federer;B
9;6;18;1;0;29/06/2016;wimbledon;R64;Grass;Roger Federer;S
43;18;29;27;1;29/06/2016;wimbledon;R64;Grass;Marcus Willis;Total
31;3;8;6;1;29/06/2016;wimbledon;R64;Grass;Marcus Willis;F
11;1;4;11;0;29/06/2016;wimbledon;R64;Grass;Marcus Willis;B
1;14;17;10;0;29/06/2016;wimbledon;R64;Grass;Marcus Willis;S
45;17;5;18;1;16/07/2017;wimbledon;F;Grass;Marin Cilic;Total
14;7;2;15;1;16/07/2017;wimbledon;F;Grass;Marin Cilic;F
27;9;3;3;0;16/07/2017;wimbledon;F;Grass;Marin Cilic;B
4;1;0;0;0;16/07/2017;wimbledon;F;Grass;Marin Cilic;S
25;30;14;5;1;16/07/2017;wimbledon;F;Grass;Roger Federer;Total
12;14;5;5;1;16/07/2017;wimbledon;F;Grass;Roger Federer;F
